id,Crop,Commodity,Province,Region,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4
9268,Squash Fruit,Vegetables and Root Crops,Cebu,REGION VII (CENTRAL VISAYAS),2908.67,1619.33,2282.79,3128.3,2458.41,1622,1100.17,2043.42,2176.21,1542.85,1131.52,2067.85,2271.51,1464.99,980.75,1739.06,1834.67,1498.93,853.25,1742.8,1652.11,1090.47,783.7,1682.67,1577.77,843.65,730.8,1781.95,1520.32,932.83,702,1623.28,1412.07,1034.88,695.4,1551.98,1340.62,1005.36,665.71,1445,1263.13,961.12,601.99,1575.77,1346.8,957,626.06,1550,1251,890,720,1678
9269,Squash Fruit,Vegetables and Root Crops,City of Davao,REGION XI (DAVAO REGION),185.32,208.45,178.31,165.45,160.23,182.28,180.14,160.23,178.71,204.56,182.2,167.6,154.28,208.54,184.56,178.54,156.5,209.5,208.25,180.85,152.22,214.08,214.05,183.42,145.52,198.25,215.45,186.36,146.5,288.5,280.3,187.5,174.25,304.18,284.2,190.63,182.28,312.65,285.18,200,204.82,347.04,350,253,223.88,363.04,369.75,262.36,240.69,365,383.08,266.79
9270,Squash Fruit,Vegetables and Root Crops,City of Zamboanga,REGION IX (ZAMBOANGA PENINSULA),492.5,679.78,218,252.3,495.4,681.5,221.7,257,507.12,695.13,231.88,260.25,507.4,730.45,225.7,790.33,580.12,733.38,235.14,822.15,588.29,701.84,246.9,871.48,598.88,719.39,254.3,901.98,613.31,735,245.81,856.88,637.28,762.42,249,868.59,629.61,761.86,251.42,872.23,634.96,784.94,260.96,872.88,646.21,796.37,264.34,880.72,647.85,803.17,257.43,914.19
9271,Squash Fruit,Vegetables and Root Crops,Cotabato,REGION XII (SOCCSKSARGEN),221,142.24,278.2,483.19,226.48,143.13,282.65,497.73,228.9,144.4,285.82,510.07,231.7,150.21,300.11,525,312.8,150.82,314.52,545.67,306.23,140.4,297.44,559.31,324.51,81.85,349.13,658.3,305.95,36.02,397.55,604.28,299.68,34,372.17,537.66,273.43,32.81,394.5,539.27,278.55,31.74,409.26,550.93,281,33.89,391.98,528.86,292.94,32.82,397.58,465.4
9272,Squash Fruit,Vegetables and Root Crops,Davao Occidental,REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,31.56,37.36,66.53,37.85,32.8,38.26,68.47,41.56,35.84,36.1,73.99,41.1,32.73,37.24,75.61
9273,Squash Fruit,Vegetables and Root Crops,Davao Oriental,REGION XI (DAVAO REGION),533.14,527.48,182.45,250.45,515.1,551.22,183.52,247.07,582.65,570.23,185.1,164.71,512.65,548.63,207.1,182,531.41,570.24,245.36,189.66,525.06,548.45,215.42,212.99,549.19,492.25,246.6,222.85,498.66,504.45,257.41,224.92,488.65,491.33,240.56,223.28,490.23,518,268.42,201.06,443.83,538.39,238.32,185,411.94,485.25,221.14,192.51,432.18,510,203.7,181.11
9274,Squash Fruit,Vegetables and Root Crops,Davao de Oro,REGION XI (DAVAO REGION),235.64,390.15,336.27,350.29,214.43,333.7,277.44,344.89,285.9,335.77,320.69,283.34,209.31,550.81,324.29,326.77,201.43,405.38,358.16,331.05,207.31,410.37,375.55,342.2,187.65,412.38,378.94,348.25,154.71,344.16,373.28,349.72,149.54,358.08,368.28,330.82,148.99,350.07,359.26,337.48,150.34,337.51,353.05,331.54,147.88,341.12,340.16,311.59,145.39,344.83,345.11,299.4
9275,Squash Fruit,Vegetables and Root Crops,Davao del Norte,REGION XI (DAVAO REGION),334.02,401.09,360.79,216.54,303.99,397.52,352.02,212.77,329.13,403.75,357.24,207.71,319.52,399.26,370.71,210.78,325.83,403.52,372.87,214.27,340.91,409.89,381.75,218.99,306,400.86,397.93,223.4,303.25,392.24,390.38,234.17,305.72,394.24,385.27,224.14,299.34,392.44,380.1,230.86,295.76,410.77,375.87,238.39,289.16,418.7,370.2,245.16,295.17,408.76,365.35,239.18
9276,Squash Fruit,Vegetables and Root Crops,Davao del Sur,REGION XI (DAVAO REGION),285.45,376.91,335.95,633.3,279.33,347.63,307.95,603.14,269.24,352.65,302.27,590.24,269.51,360.16,306.12,598.58,280.99,361.34,319.48,598.83,290.15,345.14,321.25,599.12,289.54,328.72,322.45,638.01,295.87,329.83,323,639,296.5,330.25,324.56,656.83,301.46,284.03,336.21,598.77,320.18,320.38,375.62,674.33,356.58,331.59,398.63,703.26,406.61,341.01,419.93,737.58
9277,Squash Fruit,Vegetables and Root Crops,Dinagat Islands,REGION XIII (CARAGA),0,0,0,0,0,0,0,0,0,0,0,0,0.4,10.31,10.63,8.86,0.28,6.2,9,9.1,0.18,6.2,8.67,8.25,0.15,5.86,5.5,4.79,0.1,5.47,7.3,5.99,6.03,6.78,4.93,29.53,15.9,10.13,4.07,21.79,26.08,12.56,3.2,25.64,25.37,14.32,3.02,17.75,17.12,12.46,7.62,14.32
9278,Squash Fruit,Vegetables and Root Crops,Eastern Samar,REGION VIII (EASTERN VISAYAS),47.11,74.94,28.45,35.95,46.95,75.12,28.5,36.1,47.26,75.35,28.65,36.27,47.6,75.49,28.73,19.5,42.35,75.65,28.92,17.65,22.23,77.35,29.85,19.5,16.58,79.91,28.89,19.03,15.28,75.48,28.1,18.46,14.46,71.5,26.53,12.37,13.55,66.93,24.8,16.22,9.97,68.23,27.63,12.11,9,72.41,44.4,12.1,10.3,81.44,58.01,11.67
9279,Squash Fruit,Vegetables and Root Crops,Guimaras,REGION VI (WESTERN VISAYAS),61,46.5,12.25,89.5,67.1,50.22,12.99,98.45,69.45,55.24,13.64,100.42,75,52.48,15,103.43,82.5,55.1,16.8,111.7,86.63,50.69,15.96,105.75,69.3,42.5,16.76,97.29,84.5,63.75,17.5,102.15,88,70,35,110,96,56,38,113.5,98.5,73.5,48.22,158.31,107.18,80.85,68.24,164.87,117.21,92.25,73.74,181.88
9280,Squash Fruit,Vegetables and Root Crops,Ifugao,CORDILLERA ADMINISTRATIVE REGION (CAR),65.62,68.95,0,30.69,68.75,71.2,0,27.12,68.9,71.25,0,30.5,70.2,73.65,0,29.52,70.8,73.98,0,33.23,75.79,71.54,0,30.74,76.23,72.45,0,26.76,71.35,68.74,0,24.63,66.27,78.24,6.61,23.51,50.94,107.13,8.26,22.68,36.17,72.23,8.38,21.96,48.57,41.15,13.05,24.78,61.17,50.35,17.79,34.96
9281,Squash Fruit,Vegetables and Root Crops,Ilocos Norte,REGION I (ILOCOS REGION),2626.78,1017.28,864.59,1545.2,2693.24,1069.67,863.47,1539.79,2831.67,1160.91,894.3,1583.98,2931.06,1183.2,882.76,1511.91,2970.34,1198,851.27,1501.18,3030.64,1228.55,829.64,1408.53,2999.73,1203.8,819.27,1368.39,3075.62,1149.5,816.89,1406.57,3052.86,1111.68,770.98,1369.72,2988.4,1088.2,760.63,1346.3,2900.5,1046.25,768.02,1398.58,2798,984.31,743.13,1371.87,2707.57,976.45,767.59,1335.31
9282,Squash Fruit,Vegetables and Root Crops,Ilocos Sur,REGION I (ILOCOS REGION),663.76,391.18,410.66,578.25,713.28,449.23,409.39,565.82,761.71,465.27,414.1,593.88,774.05,489.18,419.69,612.53,784.57,425.64,426.91,607.02,813.68,439.77,431.8,612.24,815.31,449.88,448.64,625.31,893.48,452.13,453.08,629.79,920.73,458.33,446.4,682.97,935.03,465.85,438.36,693.09,810.02,473.9,425.21,694.39,889.86,470.23,672.76,684.29,841.75,482.28,689.38,718.72
9283,Squash Fruit,Vegetables and Root Crops,Iloilo,REGION VI (WESTERN VISAYAS),1902,1508,1127,2130,1700,1415,1167,1867,1600,1320,1132,1895,1680,1358,1082,1750,1500,1230,1035,1885.8,1619.4,948.82,998,1989,1495.5,1180,1025,2150,1540,1290.5,1085,2195,1663,1090,1140,2350,1450,890,1050,2000,1653,1000,1143.66,1683.6,1851.36,1150,1208.16,1818.29,1999.47,911.95,1268.57,1683.37
9284,Squash Fruit,Vegetables and Root Crops,Isabela,REGION II (CAGAYAN VALLEY),12822.71,1048.31,437.86,481.1,8248.02,987.24,308.07,318.89,7635.74,952.93,321.47,348.99,7750.22,789.18,330.4,367.78,7122.45,680.51,318.19,322.57,6728.57,598.31,300.37,277.31,6084.55,517.33,265.62,250.55,5491.52,549.75,278.9,231.88,5397.23,498.15,264.93,187.27,5196.99,493.22,267.69,183.28,5252.6,481.14,282.55,173.75,5259.95,641.38,288.99,176.6,5265.74,692.66,291.68,171.5
9285,Squash Fruit,Vegetables and Root Crops,Kalinga,CORDILLERA ADMINISTRATIVE REGION (CAR),52,12.68,0,572,55,12.75,0,580,57,14,0,560,58,14.5,0,255,35,13,0,192,38.68,14,0,180,39.7,15,0,95,38.7,12,2,97,39.25,11,2.15,42,42.5,9,2.56,48,44,10.03,2.75,52.52,49.5,16.35,3.18,65.44,53.29,18.84,3.2,67.36
9286,Squash Fruit,Vegetables and Root Crops,La Union,REGION I (ILOCOS REGION),607.34,376.46,119.88,863.37,628.84,362.19,121.47,839.89,638.33,370.02,109.32,887.85,677.34,377.42,111.02,903.74,700.44,405.01,120.46,972.97,695.05,461.27,129.69,961.53,743.77,412.72,137.54,629.89,821.13,426.67,142.73,661.89,905.67,357.29,121.32,648.76,941.69,366.97,136.83,656.78,913.06,371.85,140.4,688.44,937.72,396.95,118.17,654.57,902.93,391.74,118.45,633.77
9287,Squash Fruit,Vegetables and Root Crops,Laguna,REGION IV-A (CALABARZON),3070.37,3378,1485,128.5,2065.44,4826,1487.97,126,2086.09,4830,1339.17,113.4,2088.18,4833,1400,115.67,2100.05,4688,1120,109.89,2037.05,4691,1346.8,110,2113.85,4420.33,925.25,100.85,1882.81,3143.3,905.1,87.23,2119.29,2776.16,842.65,97.42,1931.31,3026.01,846.61,121.78,1957.77,3293.3,694.39,124.58,2075.04,3725.22,646.69,89.88,2650.78,3977.79,506.16,74.98
9288,Squash Fruit,Vegetables and Root Crops,Lanao del Norte,REGION X (NORTHERN MINDANAO),190,140,344,580,174,139,350,580.9,180,160,360,690,182,165,365,700,185,160,368,720,190,140,371,730,190.05,173,385,741,188.75,170,375,685,175.52,175,365,682,178,172,368,690,179,175,365,688,178,170,367,650,175,176,369,653
9289,Squash Fruit,Vegetables and Root Crops,Lanao del Sur,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),98.5,205,130,33.65,97.35,202,124.33,33.03,98.78,201.67,130.63,35.4,109.95,202.5,135.6,36.75,113.05,205.94,136.5,32.45,112.05,205.9,134.24,30.5,112,206.98,134.3,30.75,112.13,207.23,134.52,31.5,113,208.5,142.5,33.2,117.5,209.5,143,34.2,117.55,210.14,143.45,34.76,118,211.05,144,35,118.8,211.08,144.09,35.07
9290,Squash Fruit,Vegetables and Root Crops,Leyte,REGION VIII (EASTERN VISAYAS),136.55,245.55,243.09,139.72,132.83,250.46,250.38,141.88,134.22,278,252.85,140.16,132.77,279,256.21,54.99,44.33,260.15,280.14,56.88,70.68,265.65,288.66,58.82,69.19,258.88,295.55,59.77,63.12,239.44,283.3,62.95,57.26,256.23,275.26,61.34,62.23,229.67,278.32,56.34,63.54,238.15,280.2,56.1,62.26,327.46,293.4,60.45,65.5,317.56,269.86,56.63
9291,Squash Fruit,Vegetables and Root Crops,Maguindanao,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),270,174,156,25.5,260,170,122,26,263,175,120,28.2,264,175.75,118,28.5,264.5,180,119,28.6,266.62,179,121,29,266,178.9,122,30,284.5,180,123.6,30.6,290,195.75,124.1,40,289.3,195.5,127.3,48,290.5,198.25,129.6,49.75,294.25,208.55,132,51.2,297.5,212.44,133.2,51.55
9292,Squash Fruit,Vegetables and Root Crops,Marinduque,MIMAROPA REGION,118.04,91.9,252.74,48.04,120.42,93.73,254,47.07,122.05,96.54,256.54,49.08,124.49,98.57,260.38,48.1,122.62,94.63,249.9,50.15,130.47,100.02,279.89,55.17,139.34,119.44,301.92,43.77,144.96,123.92,314,47.23,146.77,122.65,298.3,47.89,145.3,118.62,301.86,47.16,143.56,124.91,315,31.6,140.26,116.91,323.82,26.82,188,115.56,378.64,16.05
9293,Squash Fruit,Vegetables and Root Crops,Masbate,REGION V (BICOL REGION),72.5,195.35,220,190,65.55,179.42,220,190,65.8,189,230,200,70,200,243,200,71,180.2,245,186.54,72.1,175,230.3,203.32,64.89,167.12,235,211.85,66.2,172,244.63,222.4,63,182,235,225,64,195,242.09,235,60.22,200,249.06,220.94,61.78,205.48,289.53,235.49,64.1,216.47,293.23,197.17
9294,Squash Fruit,Vegetables and Root Crops,Misamis Occidental,REGION X (NORTHERN MINDANAO),430,415,170,810,484,529.62,198,827,363,583,230,874,417,607,236,877,423,695.5,238,878,440,694,243.4,879,431,409,231.3,855,422,421,235.2,860,434.3,424.4,228.6,836.7,426,401,234,820,421,408,220,826,415,421,226,830.7,449.3,451.55,228,845
9295,Squash Fruit,Vegetables and Root Crops,Misamis Oriental,REGION X (NORTHERN MINDANAO),100,350,750,590.76,90,250,760,638,95,260,795,600,120,240,800,580,90,230,750,573,86,146.71,790,552,85,95,810,570,150,102,830,605,158,105,850,673,220,90,920,689,215,125,879.89,695.89,220,136.24,890,650,225,150.68,1168.45,559.36
9296,Squash Fruit,Vegetables and Root Crops,Mountain Province,CORDILLERA ADMINISTRATIVE REGION (CAR),19.31,40.32,55.08,201.91,20.33,33.36,55.14,202.18,20.43,34.73,55.26,205.25,17.9,37.54,55.39,206.04,18.26,30.98,66.22,206.94,21.58,26.15,60.29,200.42,20.99,27.86,67.68,188.64,14.08,38.97,75.24,213.88,12.43,41.31,75.79,175.55,11.48,46.03,85.42,186.59,13.73,47.61,87.89,201.19,16.24,50.86,88.65,203.6,16.48,51.61,95.29,207.48
9297,Squash Fruit,Vegetables and Root Crops,Negros Occidental,REGION VI (WESTERN VISAYAS),1615,1195,2540,179.48,1556.37,1277.85,2398.26,195,1531.62,1260,2127.97,197.71,1580.78,1261.13,2191.17,185,1626.3,1277.14,2214.17,190.3,1644.51,1211.49,2198,194.56,1660.46,1168.23,2215.8,191.5,1673.58,1183.54,2190.54,200.5,1708.22,1132,2154.18,198.9,1712.83,1123.5,2100.32,210.65,1702.55,1150,1919.27,205,1696.23,1188,1950,200,1550,1000,1819.41,250
9298,Squash Fruit,Vegetables and Root Crops,Negros Oriental,REGION VII (CENTRAL VISAYAS),1392.09,266.53,629.13,4328.93,1013.58,316.2,675.69,2050.18,1099.84,375.21,645.28,2111.07,1161.1,346.51,679.35,2123.14,1136.25,305.97,595.11,2265.96,1238.51,259.28,474.72,584,220,222,390.69,680,203.88,316.02,464.45,551.68,178.09,244.38,370.77,811.63,213,143.6,364.13,706.88,291.1,73.67,477.02,706,295.73,77.31,520.16,741,212.93,117.72,381.98,582.19
9299,Squash Fruit,Vegetables and Root Crops,Northern Samar,REGION VIII (EASTERN VISAYAS),53,70.5,27.28,59.25,54.55,72.55,27.85,60.89,56.19,74.72,28.41,62.85,57.88,76.89,32.12,64.58,59.62,79.2,33.42,65.48,60.15,80.5,35.1,63.5,52.85,75.75,36.1,64.25,53.25,78.35,36.95,64.95,52.5,79.15,39.25,66,52,76.5,40.5,67.5,53,80,42,70.25,54,81,42.1,71.15,57,83,45,73
9300,Squash Fruit,Vegetables and Root Crops,Nueva Ecija,REGION III (CENTRAL LUZON),2080.5,12091.92,6250,219.5,2087.34,11850.08,6125,215.5,2093.34,11856.15,6123.18,220.18,2131.64,12217.76,6226.04,225,2138.7,10101.3,6290,232.67,2142.68,10265.78,6264.1,223.32,2054.4,9451.58,6154.84,152,1899.29,7375.76,3760.42,171.36,1793.12,7179.36,3554.76,182.59,1632.28,8765.54,3325.68,214.99,1616.43,11030.91,2899.36,185.8,1485.53,10340.82,2990.95,185.5,1378.63,11118.14,3016.7,185.91
9301,Squash Fruit,Vegetables and Root Crops,Nueva Vizcaya,REGION II (CAGAYAN VALLEY),8909.55,9056.95,235.35,3000,9200,8100,250,2000,7900,8000,265.43,2200.35,9000,5950,252.28,198.6,9432.21,5834.05,235.66,575.75,9871.16,6102.05,238.11,557.17,10143.11,9067.64,263.33,485.68,9567.09,8970.45,274.52,567.52,9352.29,8929.71,250.53,523.12,9292.55,7566.85,236.08,518.16,8938.9,7316.21,230.05,397.63,8716.95,6309.57,196.98,327.54,7467.38,5989.17,201.96,324.59
9302,Squash Fruit,Vegetables and Root Crops,Occidental Mindoro,MIMAROPA REGION,11.55,42.25,50.18,22.42,12.02,44.35,47.5,21.55,11.77,43.5,48.25,24.5,12.49,100.5,47.5,22.55,12.25,125.75,46.2,29.05,12.86,145.55,48.12,29.92,13.25,147.58,50.26,41.25,14.18,171.15,54.28,65.34,14.22,175,55,66.57,15.2,175.25,59.71,65.2,16.25,180,56.25,59.5,18.5,251.01,57.72,70.02,22.24,232.12,63.03,72.17
9303,Squash Fruit,Vegetables and Root Crops,Oriental Mindoro,MIMAROPA REGION,21.64,55.44,38.61,17.34,25.13,56.72,39.12,18.62,24.38,62.23,39.86,14.77,25.19,83.13,37.59,14.24,23.45,103.32,39.14,45.59,26.03,101.22,41.49,32.86,19.52,171.25,135.94,45.26,36.39,398.86,303.49,296,29.21,382.25,285.98,275,27.57,375.45,356.27,344.52,9.91,382.99,400.09,156.89,9.3,359.82,414.72,154.73,14.08,870.72,616.66,54.05
9304,Squash Fruit,Vegetables and Root Crops,Palawan,MIMAROPA REGION,10.23,28.9,10.86,13.2,14.66,27.65,14.26,19.16,18.8,33.82,19.23,26.58,20.53,65.79,27.55,47.24,30.53,95.33,37.65,60.33,39.73,121.35,42.68,70.53,41.15,125.33,44.75,77.83,44.67,138.75,46.91,79.75,46.73,140.57,49.41,81.48,49.55,132.7,48,80.1,48.1,135.24,51.36,89.27,65.05,137.45,57.91,29.54,73.94,94.28,86.65,20.64
9305,Squash Fruit,Vegetables and Root Crops,Pampanga,REGION III (CENTRAL LUZON),345,150,58,55,340,142,50,45,345,145,46,62,338,170.4,43,58,340,165,45,60,358,160,44,58,358.5,163.66,43.63,56,368,164.71,45,57,383,165,42,57.66,408.46,167,44.23,58.74,417.85,171,46.52,60.38,451.21,190.77,49.76,61,479.48,204.02,53.69,64.8
9306,Squash Fruit,Vegetables and Root Crops,Pangasinan,REGION I (ILOCOS REGION),2334.74,1588.62,1494.7,1678.46,2175.74,1477.26,1357.04,1429.21,2267.12,1446.98,1343.22,1462.51,2217.02,1426.72,1325.09,1509.46,2115.04,1420.26,1281.89,1627.2,2203.24,1373.82,944.88,1321.94,2006.49,2090.54,950.55,1161.85,2143.93,2404.12,1049.41,1174.86,2315.44,2156.98,972.91,1108.13,2523.82,2020.9,897.51,1141.04,2588.68,2076.67,929.84,1090.9,2191.57,1984.47,919.77,1001.68,2250.48,1992.32,906.71,982.67
9307,Squash Fruit,Vegetables and Root Crops,Quezon,REGION IV-A (CALABARZON),5405.05,5720.97,6005.6,9254.14,4994.81,5258.14,5089.75,7940.05,4566.26,4742.32,4931.97,7784.43,4492.74,4775.52,5123.33,8061.56,4521.04,6189.51,4683.82,9487.65,4021.47,6777.51,4852.91,10087.27,3952.3,4900.14,4650.54,9875.44,3576.04,4817.82,4219.9,9348.09,2868.7,4669.43,4007.64,9386.42,3131.19,3861.62,4204.01,9834.15,3312.49,3722.99,4257.95,8644.96,3399.64,3739,4183.27,9782.85,3359.97,3798.08,4377.09,9474.1
9308,Squash Fruit,Vegetables and Root Crops,Quirino,REGION II (CAGAYAN VALLEY),414.75,135.5,480,330,465,154.89,393,135,425,130,400,145,415,146,405,138.5,420,137,402,137,987.21,139,403,108.72,1012,120.71,434.8,122.86,970.51,135.26,425.23,116.68,712.06,133.5,380.84,42.68,515.32,91.21,343.97,37.69,500.05,87.93,394.36,28.38,376.57,168.71,377.56,33.73,442.49,187.29,385.96,31.95
9309,Squash Fruit,Vegetables and Root Crops,Rizal,REGION IV-A (CALABARZON),72.25,3.15,11.2,45,73,25,11.1,46,75,25.9,10,45,80,28,10.5,40,84,29,10.2,42,90,33,11.5,38.85,65.04,32.22,8.26,37.4,76.73,34.54,7.52,36.8,82.28,31.53,6.14,39.27,84.68,32.87,4.49,60.53,90.33,40.34,4.34,40.29,94.58,60.45,4.18,55.11,97.27,82.24,4.69,68.6
9310,Squash Fruit,Vegetables and Root Crops,Romblon,MIMAROPA REGION,235.16,58.6,127.71,240.27,243.08,63.3,131.02,248.25,245.83,64.38,127.82,257.48,249.98,66.94,131.71,252.95,255.1,68.19,135.53,255.81,259.82,67.61,138.99,259.85,265.07,66.6,142.94,262.19,272.12,70.3,145.51,264.24,278.27,71.68,144.05,273.96,289.73,65.23,134.74,209.17,323.28,67.05,135.84,200.87,339.31,68.56,134.87,213.32,327.44,65.97,157.66,236.94
9311,Squash Fruit,Vegetables and Root Crops,Samar,REGION VIII (EASTERN VISAYAS),72,108,78,128.75,71.55,109,80,130,72.5,110,80,130.08,72.52,110.5,80.1,130,70,110.49,80.5,129,78,111,82.8,130,79,107,85,130,79.5,108.25,89,135,78,109.8,90,136,96.86,106.53,91.78,146.83,93.33,110.92,84.44,192.56,92.7,114.92,79.34,212.9,84.89,117.25,89.46,230.14
9312,Squash Fruit,Vegetables and Root Crops,Sarangani,REGION XII (SOCCSKSARGEN),70,95,120.6,32,74,96,121,32.1,76,96.5,122,32.25,75,96.25,125,31.8,70,101.5,123,34.25,65,96,125,31,50,45,130,32,54,50,135,33.5,56,51,141,34,55,50.25,142,35.65,53,48,147,35.7,55,49,150,37,55.55,49.75,152,39
9313,Squash Fruit,Vegetables and Root Crops,Siquijor,REGION VII (CENTRAL VISAYAS),42.81,10.1,79.56,167.2,46.07,11.59,81.02,168.87,47.55,12.02,70.07,148.75,41.94,10.08,80.56,151.73,43.87,8.57,70.12,155.84,45.02,6.43,71.47,148.33,33.76,3.06,61.73,156.4,34.25,4.68,63.21,150.74,39.5,5.25,60.53,159.13,35.92,4.61,57.45,147.9,33.56,4.2,61.93,156.7,36.89,4.6,62.63,125.66,25.74,4.75,63.99,126.7
9314,Squash Fruit,Vegetables and Root Crops,Sorsogon,REGION V (BICOL REGION),83.29,79.25,135.71,136.43,80.79,78.75,137.07,145.98,84.02,90.56,143.92,153.28,86.54,92.37,155.43,134.89,88.27,99.76,108.8,155.12,79.44,102.75,105.54,159.77,71.49,110.97,107.65,162.96,70.06,117.63,110.88,166.22,67.95,119.98,111.99,169.54,61.15,112.78,103.03,135.63,49.4,115.03,105.09,115.28,44.46,120.78,102.28,103.75,30.66,96.62,97.16,75.2
9315,Squash Fruit,Vegetables and Root Crops,South Cotabato,REGION XII (SOCCSKSARGEN),42.27,50.04,143,43.81,55.4,47.22,148.66,39.36,56.28,49.35,150.7,32.77,84.16,51.91,138.69,38.01,90.89,72.36,144,44.5,99.5,60.13,147,41.38,97.16,58.3,160,43.45,89.88,54.21,155.2,44.06,93.4,50.25,172.27,46.72,99.33,48.21,194.66,52.28,104.35,46.52,201.2,56.13,130,46.05,92.68,46.75,118.85,43.75,88.83,46.54
9316,Squash Fruit,Vegetables and Root Crops,Southern Leyte,REGION VIII (EASTERN VISAYAS),24.1,135,92,32,24.6,132,95.6,34.66,24.65,109,92.5,31.72,38.12,85,94.14,27.65,37.16,83.45,96.65,28.82,38.27,81.47,97.83,21.24,36.4,79.8,98.5,21.25,30.51,81.79,98.53,20.3,30.08,82.5,98.62,20.52,29.51,81.35,97.32,20.2,29.32,84.6,98.39,20.09,20.18,84.85,97.3,18.3,6.3,68.7,102,19.5
9317,Squash Fruit,Vegetables and Root Crops,Sultan Kudarat,REGION XII (SOCCSKSARGEN),333.82,150.36,64.76,153.57,256.2,104.29,48.14,134.37,275.16,99.77,133.95,218.62,297.23,184.58,144.52,178.23,304.43,188.76,153.78,195.27,296.82,171.83,154.29,201.97,281.98,140.47,135.44,156.24,347.16,245.72,184.22,250.72,374.03,272.75,235.34,259.64,398.75,284.15,244.35,293.42,381.56,222.49,246.55,232.4,409.83,278.11,183.84,220.78,357.13,306.37,183.84,200.41
9318,Squash Fruit,Vegetables and Root Crops,Sulu,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),39.5,105,81,10.2,45,114,82,11,47.35,120,85.1,11.5,49,115,90.5,11,51.55,110.5,93.65,12,49,103,96.85,13,47,98,91,12,50,99.21,85,13.2,53,105,90,13.8,53.5,104,89,13.5,55,100,90,13.8,56,102,91,13.9,55.8,104,91.5,13.8
9319,Squash Fruit,Vegetables and Root Crops,Surigao del Norte,REGION XIII (CARAGA),15,95,250,120,5,55.35,58.21,88.65,4.25,45.69,64.39,65,2.1,53.69,55.37,46.14,0.72,33.8,45,48.2,0.64,28,42.15,50.14,1,14.77,44.11,51.98,11.15,15.12,53.13,53.17,10.33,14.58,58.03,44.91,9.13,8.95,52.15,42.7,10.37,10.95,53.95,39.15,9.05,12.35,54.95,48.34,4.27,8.02,52.4,51.45
9320,Squash Fruit,Vegetables and Root Crops,Surigao del Sur,REGION XIII (CARAGA),0,185,162,85.88,0,80,69.37,82.3,0,65,72,86.5,0,110,75,50,0,102,80,52,20,80.12,82.85,58,21.78,100,95,91.49,20.44,81.45,105.07,86.12,18.47,90.09,112.1,130.03,17.14,82.9,117.71,132.44,10.34,94.73,178.77,157.51,10.2,77.29,187.27,158,10.5,110.01,234.56,143.06
9321,Squash Fruit,Vegetables and Root Crops,Tarlac,REGION III (CENTRAL LUZON),966.46,516.36,280.12,73.66,954.86,472.46,0,67.39,955.12,456.24,0,60.15,988.55,468.92,0,50.25,944.06,464.25,0,51.06,708.04,232.12,0,50.15,687.04,233.15,35.05,52.66,330.4,140,47.52,48.44,278.43,105.5,42.81,51.6,300.91,108.7,56.16,55.35,290.62,133.16,67.3,76.26,325.51,131.09,62.4,85.35,298.27,163.18,71.27,109.85
9322,Squash Fruit,Vegetables and Root Crops,Tawi-tawi,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),9.7,24.18,13.95,12.07,8.42,21.06,12.63,10.58,7.6,19.97,12.79,9.64,6.07,16.5,10.6,10,6,15.9,10.08,10.9,5.04,13.4,10.94,9.63,4.6,11.58,11.6,9.76,4.9,12.06,12.3,10.19,3.8,10.56,10.8,9.87,3.5,9.82,8.56,8.64,3.36,9.24,7.65,8.2,3.02,9.15,6.54,8.65,3.01,9.1,5.6,8.4
9323,Squash Fruit,Vegetables and Root Crops,Zambales,REGION III (CENTRAL LUZON),323,160,25.8,109.2,331.5,176,25.5,102,357,195.5,24.22,129,374,189.75,25.5,136,391.5,204,27,160,450,216,30,135.8,450.33,211.9,29.73,165.65,501.75,227.82,27.76,165.86,549.35,244.84,22.36,170.75,741.91,244.42,14.29,177.75,829.72,258.9,15.51,121.35,918.52,270.91,9.43,191.71,1010.45,255.6,9.21,228.05
